session;method;gender;emotion;n_annotators;agreement;path
3;script;F;exc;3;2;Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M020.wav
3;script;F;exc;3;2;Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M022.wav
3;script;F;exc;3;2;Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M027.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F005.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F006.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F008.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F012.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F014.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F015.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F018.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F021.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F022.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F024.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F025.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F026.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F027.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F028.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F029.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F030.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M004.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M006.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M007.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M021.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F006.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F002.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F004.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F006.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F007.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F008.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F009.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F010.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F013.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F015.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F016.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F018.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F027.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M004.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M021.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M001.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M002.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M003.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M008.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M018.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M020.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M022.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M029.wav
4;script;M;exc;3;2;Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M033.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F007.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F008.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F010.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F011.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F012.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F013.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F015.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F016.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F017.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F018.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F021.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F022.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F024.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F030.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F031.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F032.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F035.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F036.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F038.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F039.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F040.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F041.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F042.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F044.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F047.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F048.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F049.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F050.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F051.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F052.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F059.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F060.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F061.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F062.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F063.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F064.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F065.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F066.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F070.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F074.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F078.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F079.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M001.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M034.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M036.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M037.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M038.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M039.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M040.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M041.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M042.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M043.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M045.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M046.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M049.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M050.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M070.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F005.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F006.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F007.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F011.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F014.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F021.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F022.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F023.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F024.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F026.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F028.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F029.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F030.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M006.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M007.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M008.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M009.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M021.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M023.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M026.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M032.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M033.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M034.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M035.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M036.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M037.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M038.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F002.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F006.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F011.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F012.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F015.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F016.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F025.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M002.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M011.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M015.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M017.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M019.wav
4;impro;M;exc;3;2;Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M023.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F006.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F011.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F013.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F014.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F015.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F016.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F017.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F018.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F034.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F036.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F038.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F040.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F041.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F042.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F045.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F047.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F048.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F050.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F051.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F052.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M003.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M005.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M014.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M036.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M041.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M042.wav
4;impro;F;exc;3;2;Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M043.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M021.wav
4;script;F;exc;3;2;Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M046.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F002.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F003.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F004.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F007.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F014.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F015.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F018.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F023.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M000.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M020.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M021.wav
5;impro;M;exc;3;2;Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M029.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F002.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F004.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F008.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F009.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F011.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F037.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F042.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F043.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M000.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M003.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M005.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M006.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M008.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M010.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M011.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M012.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M013.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M020.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M027.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M031.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M032.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M033.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M035.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M036.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M037.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M039.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M043.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M044.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M045.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M046.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M050.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M051.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F000.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F003.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F004.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F005.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F008.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F016.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F017.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F023.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F024.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F025.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F026.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F027.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F028.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F029.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F031.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F032.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F033.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F034.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F035.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F036.wav
5;impro;F;exc;3;2;Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F037.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F001.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F002.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F003.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F004.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F005.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F024.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F026.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M001.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M004.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M006.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M007.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M008.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M009.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M010.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M011.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M012.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M013.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M014.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M015.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M016.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M018.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M020.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M021.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M022.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M023.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M024.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M025.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M026.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M027.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M028.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M029.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M030.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M031.wav
5;script;M;exc;3;2;Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M032.wav
